44595.6101157,  0.58814, 14369,    44
44595.6593866,  0.41635, 49147,    59
44595.6595833,  0.12770, 49147,    46
44595.6809954,  0.08904, 17926,    58
44595.7842245,  0.27254, 49147,    47
44595.7989120,  0.94245, 64382,    47
44595.8005787,  0.31809, 49147,    47
44595.8501042,  0.79538, 64382,    47
44595.8653241,  0.90731, 63474,    49
44595.8840856,  0.26369, 64382,    61
44595.8845486,  0.83731, 63474,    51
44595.9088773,  0.87842, 63474,    47
44595.9180787,  0.77128, 49147,    61
44595.9265046,  0.57177, 64382,    60
44595.9301620,  0.07099, 57814,    47
44595.9618403,  0.75499, 49147,    47
44595.9618634,  0.52130, 49147,    60
44595.9660069,  0.40579, 49147,    47
44595.9660764,  0.81021, 49147,    47
44595.9666088,  0.16401, 49147,    61
44595.9818519,  0.08004, 49147,    47
44595.9923148,  0.85214, 39327,    47
44596.1210648,  0.75561, 49147,    47
44596.1785185,  0.32599, 49147,    45
44596.1805556,  0.01644, 63474,    61
44596.1808218,  0.87230, 63474,    46
44596.2265278,  0.28044, 50789,    47
44596.2277315,  0.33377, 64382,    61
44596.2930903,  0.01226, 64382,    47
44596.3487731,  0.06917, 64382,    47
44596.3554051,  0.22656, 49147,    47
44596.3559259,  0.68649, 64382,    48
44596.3844907,  0.47863,  9177,    61
44596.3864005,  0.71121, 64382,    61
44596.3923380,  0.89339, 64382,    62
44596.4080671,  0.49274, 64382,    56
44596.4270486,  0.04020, 49147,    61
44596.4271296,  0.99050, 49147,    61
44596.4686690,  0.78859, 49147,    60
44596.4745139,  0.00617, 49147,    46
44596.4867593,  0.86013,  9177,    47
44596.5003588,  0.56431,  9177,    47
44596.5257292,  0.38080,  5239,    60
44596.5264583,  0.44037, 48641,    46
44596.5694560,  0.31790, 64382,    61
44596.5708912,  0.59445, 64382,    46
44596.6031829,  0.32241, 64382,    46
44596.6034375,  0.09010, 49147,    47
44596.6037269,  0.00749, 49147,    46
44596.6921875,  0.54840, 64382,    47
44596.7242361,  0.24252, 49147,    46
44596.7281944,  0.18660, 49147,    46
44596.7282523,  0.39588, 49147,    61
44596.7313889,  0.68637, 64382,    46
44596.7404398,  0.47956, 49147,    47
44596.7582176,  0.77301, 64382,    47
44596.7582639,  0.06406, 64382,    47
44596.7655787,  0.59892, 58857,    46
44596.7692477,  0.30446, 64382,    47
44596.8362731,  0.64403, 49147,    47
44596.8450116,  0.05095, 64382,    61
44596.8741435,  0.59404, 58857,    60
44596.8741667,  0.96318, 39056,    47
44596.8946644,  0.57979, 49147,    48
44596.9090509,  0.51895, 49147,    47
44596.9250347,  0.88912, 49147,    47
44596.9375347,  0.92205, 63474,    46
44596.9593403,  0.00612,  9177,    47
44596.9668287,  0.51151, 49147,    46
44596.9925231,  0.68913, 49147,    47
44596.9935764,  0.62188, 49147,    46
44597.0278819,  0.78112, 63474,    45
44597.0281250,  0.59774, 63474,    46
44597.0343634,  0.61104, 49147,    47
44597.0372338,  0.12739, 49147,    70
44597.0374306,  0.93093, 49147,    61
44597.1021991,  0.41344, 64382,    47
44597.1023495,  0.65675, 64382,    61
44597.1026389,  0.90268, 64382,    46
44597.1236458,  0.34056, 63474,    61
44597.1404745,  0.81443, 63474,    47
44597.1405556,  0.88485, 63474,    47
44597.1432755,  0.86155, 49147,    61
44597.2880671,  0.41378, 49147,    52
44597.2921759,  0.17709, 64382,    47
44597.3396991,  0.41786, 57787,    47
44597.3658681,  0.91079, 16580,    61
44597.4559954,  0.30019, 64382,    46
44597.4616551,  0.04399, 49147,    46
44597.4804282,  0.80433, 64382,    61
44597.4988542,  0.84801, 49147,    48
44597.5520486,  0.20539, 49147,    61
44597.5547222,  0.57609, 64382,    48
44597.5684375,  0.44808, 16366,    60
44597.6082523,  0.25497, 49147,    47
44597.6235185,  0.02518, 49147,    59
44597.6607523,  0.12830, 49147,    47
44597.6685301,  0.24986, 64382,    61
44597.6690856,  0.50740, 49147,    46
44597.6744792,  0.77637, 64382,    48
44597.6755324,  0.21943, 49147,    48
44597.6949074,  0.33600, 49147,    46
44597.7078819,  0.03965, 64797,    46
44597.7301968,  0.60952, 15230,    47
44597.7395949,  0.64867, 16366,    47
44597.7575810,  0.90004, 64382,    61
44597.7608565,  0.54532, 49147,    47
44597.7680440,  0.64672, 16366,    61
44597.7902778,  0.04481, 49147,    47
44597.8205787,  0.59404, 26975,    61
44597.8233333,  0.84969, 49147,    47
44597.8233681,  0.59676, 49147,    61
44597.8288426,  0.91696, 49147,    61
44597.8322569,  0.84849, 49147,    47
44597.8403125,  0.39681, 49147,    61
44597.8762963,  0.40166, 49147,    47
44597.8816435,  0.81139, 63474,    47
44597.9234028,  0.21057, 64382,    61
44597.9235648,  0.54696, 64382,    45
44597.9539815,  0.95762, 42370,    47
44597.9759491,  0.47457, 49147,    46
44597.9868866,  0.33309, 16580,    46
44598.0062847,  0.86599, 63474,    47
44598.0539236,  0.15062, 64382,    47
44598.0605787,  0.11143, 64382,    49
44598.0606019,  0.51288, 64382,    47
44598.0606829,  0.24732, 64382,    47
44598.0647685,  0.87717, 64382,    47
44598.0731250,  0.25272, 49147,    60
44598.1158449,  0.89018, 49662,    46
44598.1311343,  0.56664, 63474,    61
44598.1477199,  0.55154, 64382,    44
44598.1546412,  0.80690, 49147,    46
44598.1825810,  0.87746, 49147,    60
44598.1974884,  0.38174, 49147,    48
44598.2373958,  0.40759, 49147,    60
44598.2420139,  0.68942, 49147,    47
44598.2734259,  0.93422, 49147,    49
44598.2735069,  0.46495, 49147,    47
44598.2736921,  0.30175, 49147,    61
44598.2930324,  0.48744, 64382,    46
44598.3294676,  0.95963,  9177,    46
44598.3367940,  0.75211, 49147,    46
44598.3407060,  0.23534, 49147,    47
44598.3408102,  0.31490, 49147,    59
44598.3413310,  0.41637, 64382,    61
44598.3447917,  0.90988, 49147,    47
44598.3453704,  0.61039, 16580,    47
44598.3653819,  0.00322, 64382,    47
44598.3655440,  0.28625, 64382,    61
44598.3718287,  0.04298, 49147,    61
44598.3841435,  0.61084, 64382,    49
44598.4202546,  0.51040, 49147,    47
44598.4383796,  0.09050, 64382,    56
44598.4534028,  0.97444, 49147,    61
44598.4604977,  0.61075, 49147,    47
44598.4611806,  0.10939, 64382,    58
44598.4858796,  0.93998, 49147,    61
44598.5394444,  0.70012, 49147,    61
44598.5396065,  0.72062, 49147,    46
44598.5461343,  0.50275,  9177,    60
44598.5645370,  0.87403, 36809,    47
44598.5922569,  0.31785, 49147,    47
44598.6123380,  0.48009, 64382,    47
44598.6202431,  0.24093, 49147,    47
44598.6203935,  0.97866, 49147,    61
44598.6387037,  0.51806, 64382,    54
44598.6560301,  0.15451, 49147,    47
44598.6838657,  0.45360, 49147,    47
44598.6896875,  0.98188, 49147,    57
44598.7067014,  0.50546, 64382,    47
44598.7229514,  0.40516, 16366,    47
44598.7493634,  0.47904, 64382,    48
44598.7574537,  0.06211, 25061,    61
44598.7576389,  0.86764, 49147,    46
44598.7598611,  0.05232, 22563,    61
