44544.5983102,  0.74764,  9177,    55
44544.5998611,  0.90148, 49147,    56
44544.6300347,  0.56172, 17290,    52
44544.6709606,  0.70857, 64382,    54
44544.7628935,  0.73197, 49147,    52
44544.7887384,  0.29261, 49147,    42
44544.8414931,  0.63172, 49147,    42
44544.8428009,  0.87921, 49147,    42
44544.9065856,  0.88389, 49147,    56
44544.9412616,  0.14834, 28775,    42
44545.1590278,  0.43584, 64382,    55
44545.1624537,  0.21722, 49147,    55
44545.1788773,  0.66091, 49147,    56
44545.1805903,  0.08172, 64382,    51
44545.1901505,  0.11059, 64382,    43
44545.2169907,  0.97701, 49147,    41
44545.2701852,  0.54672, 63474,    42
44545.3201620,  0.17647, 64382,    42
44545.3237153,  0.96945, 64382,    42
44545.3573264,  0.23522, 64382,    48
44545.3633449,  0.52425, 64382,    53
44545.3682755,  0.60544, 49147,    41
44545.3800463,  0.58476, 64382,    56
44545.4815625,  0.31713, 49147,    42
44545.5086458,  0.51247, 49147,    41
44545.5104167,  0.07567, 49147,    41
44545.5238657,  0.49365, 49147,    42
44545.5618866,  0.62164, 49147,    44
44545.5758681,  0.46089, 64382,    42
44545.6210532,  0.86138, 64382,    43
44545.6391088,  0.13377, 16366,    42
44545.6423148,  0.40101, 49147,    42
44545.6765394,  0.05347, 64382,    42
44545.6950694,  0.89754, 49147,    55
44545.7024653,  0.03610, 49147,    41
44545.7092477,  0.81391, 49147,    41
44545.7093866,  0.39280, 49147,    41
44545.7238889,  0.64238, 49147,    41
44545.7535532,  0.79175, 64382,    56
44545.7707755,  0.20126, 49147,    42
44545.7759838,  0.06269, 64382,    48
44545.7760185,  0.34262, 64382,    41
44545.7924769,  0.09473,  9177,    62
44545.8217477,  0.19147, 16580,    41
44545.8402662,  0.71671, 64382,    41
44545.8500463,  0.10433, 64382,    56
44545.8510995,  0.44990, 49147,    45
44545.8757407,  0.33468, 49147,    42
44545.8856366,  0.40140, 49147,    41
44545.8856713,  0.52483, 49147,    42
44545.9040625,  0.63873, 64382,    42
44545.9152546,  0.94679, 49147,    42
44545.9211458,  0.33953, 64382,    56
44545.9320023,  0.32033, 64382,    56
44545.9321875,  0.51734, 64382,    55
44545.9642245,  0.88029, 49147,    43
44545.9652662,  0.09749, 49147,    42
44546.0801042,  0.11290,  1291,    42
44546.0867708,  0.94540, 64382,    42
44546.1454051,  0.53829, 64382,    48
44546.1455787,  0.34301, 64382,    43
44546.1939236,  0.35733, 49147,    41
44546.1939815,  0.55519, 49147,    51
44546.2127199,  0.83219,  3098,    41
44546.2605787,  0.68659, 49147,    42
44546.3303819,  0.54909, 49147,    42
44546.3439815,  0.33705, 23579,    42
44546.3762963,  0.33122, 64382,    55
44546.3778472,  0.63844, 64382,    41
44546.3780324,  0.70535, 64382,    42
44546.3915278,  0.62879, 15886,    42
44546.4116551,  0.53085, 63474,    43
44546.4176157,  0.09485, 64382,    41
44546.4812384,  0.89716, 64382,    41
44546.4893403,  0.42271, 49147,    62
44546.5133681,  0.89214, 64382,    55
44546.5329167,  0.92394, 64382,    42
44546.5407407,  0.94005, 49147,    52
44546.5804398,  0.76039, 49147,    41
44546.5900810,  0.26659, 64382,    56
44546.6215394,  0.62061, 64382,    42
44546.7140278,  0.98555, 49147,    55
44546.7629398,  0.96225, 64382,    42
44546.8802083,  0.68320, 45596,    42
44546.9009491,  0.28574,  3985,    55
44546.9937500,  0.24057, 64382,    41
44547.0149074,  0.07440, 49147,    55
44547.0628009,  0.00694, 49147,    42
44547.0634722,  0.79231, 16366,    40
44547.1198727,  0.67951, 64382,    41
44547.1360417,  0.73043, 64382,    51
44547.1540394,  0.59868, 35449,    56
44547.2048264,  0.77049, 49147,    55
44547.2478935,  0.45943, 49147,    41
44547.2547685,  0.96863, 49147,    64
44547.2684722,  0.13550, 49147,    40
44547.2687037,  0.39364, 49147,    41
44547.2831481,  0.04558, 49147,    56
44547.2851157,  0.25901,  9177,    55
44547.2885995,  0.48840, 49147,    46
44547.3403819,  0.35717, 49147,    55
44547.3614931,  0.57410, 49147,    55
44547.3738773,  0.52248, 63474,    42
44547.4651157,  0.33657, 49147,    41
44547.4690162,  0.29054, 49147,    41
44547.4769676,  0.60079, 16366,    43
44547.4833333,  0.94391, 49147,    42
44547.4906134,  0.45784, 64382,    42
44547.4944444,  0.51355, 39056,    41
44547.5379514,  0.01649, 64382,    41
44547.5479861,  0.72242, 49147,    41
44547.5658102,  0.22725, 49147,    42
44547.5694676,  0.47918, 64382,    55
44547.6692130,  0.47774, 64382,    41
44547.6715972,  0.38868, 49147,    41
44547.6985301,  0.07742, 64382,    42
44547.7466898,  0.82276, 49147,    41
44547.7699074,  0.38810, 16366,    55
44547.7983218,  0.22236, 49147,    41
44547.9124769,  0.26474, 39327,    41
44547.9227083,  0.03199, 49147,    42
44547.9228241,  0.86198, 49147,    55
44547.9839236,  0.47440,  2524,    42
44548.0041551,  0.86750, 49147,    42
