44543.7446412,  0.74051, 49147,    53
44543.9554977,  0.35904, 49147,    53
44544.1278472,  0.68570, 39056,    67
44544.1386921,  0.11542,  5087,    76
44544.2370023,  0.87477, 49147,    53
44544.2629051,  0.66201, 58626,    68
44544.2897106,  0.97142, 49147,    67
44544.3699306,  0.38512, 35842,    54
44544.4457523,  0.17544, 57730,    54
44544.4653935,  0.66215, 64382,    54
44544.5115509,  0.10217, 50144,    55
44544.6344676,  0.03636, 17926,    53
44544.6601852,  0.84674, 10363,    67
44544.7347222,  0.80001, 49147,    67
44544.7937384,  0.05364, 49147,    54
44544.8450116,  0.39904, 49147,    54
44544.9572685,  0.80541,  5087,    54
44544.9574421,  0.96940, 49147,    63
44544.9769444,  0.70442,  9177,    53
44544.9896065,  0.79283, 49147,    54
44545.0021875,  0.10104, 64382,    65
44545.0221991,  0.11822, 57730,    54
44545.1050347,  0.00672,  9177,    53
44545.1127315,  0.43776, 57787,    67
44545.1831481,  0.05628, 64382,    67
44545.2791667,  0.50630, 64382,    67
44545.2992361,  0.57556, 64382,    54
44545.3489352,  0.81403, 62222,    53
44545.3827199,  0.86524, 49147,    54
44545.4181944,  0.81998, 49147,    54
44545.4414699,  0.98562, 30864,    68
44545.4705208,  0.20889, 49147,    67
44545.5004977,  0.54412, 63430,    53
44545.5068981,  0.97782, 11732,    54
44545.5640625,  0.11057, 49147,    54
44545.7268519,  0.54513, 49147,    67
44545.8179398,  0.05114, 49147,    54
44545.8510417,  0.89507,  9177,    52
44545.9081481,  0.43975, 49662,    55
44545.9098611,  0.93976,  5087,    63
44545.9529630,  0.72991, 16366,    54
44546.0827431,  0.43348, 64382,    67
44546.1838657,  0.53776, 49147,    68
44546.2291551,  0.50959, 64382,    53
44546.2655093,  0.06646, 63430,    67
44546.2868287,  0.04807, 64382,    53
44546.2941319,  0.04291, 49147,    53
44546.3016782,  0.19277, 64382,    67
44546.3053819,  0.99590, 63474,    67
44546.3135764,  0.83747, 16366,    53
44546.3138773,  0.43068, 16366,    66
44546.3878125,  0.63763,  5239,    67
44546.4868403,  0.47263, 64382,    66
44546.4910764,  0.18463, 49147,    53
44546.5047106,  0.49173,   769,    52
44546.5588773,  0.90249, 64382,    53
44546.6649074,  0.76931, 49147,    53
44546.6748380,  0.03281, 16366,    53
44546.7201620,  0.77099, 57204,    54
44546.7312847,  0.51043, 49147,    53
44546.7889005,  0.42244,  5087,    56
44546.8607060,  0.69127, 63474,    53
44546.9610417,  0.38872,  9177,    54
44547.1055556,  0.53035, 29280,    54
44547.1142824,  0.81667, 14369,    67
44547.1561690,  0.34773,  9177,    53
