44838.0027894 ,    0.51328 ,  54442 ,    D4AA ,        80
44838.0031829 ,    0.25701 ,  54442 ,    D4AA ,        80
44838.0083218 ,    0.42285 ,  49636 ,    C1E4 ,        80
44838.0090162 ,    0.33338 ,  49636 ,    C1E4 ,        80
44838.0157060 ,    0.96947 ,  43600 ,    AA50 ,        80
44838.0157986 ,    0.73651 ,  43600 ,    AA50 ,        80
44838.0230671 ,    0.55240 ,    5785 ,    1699 ,        80
44838.0230903 ,    0.86709 ,    5785 ,    1699 ,        80
44838.0276389 ,    0.57808 ,  57478 ,    E086 ,        80
44838.0278704 ,    0.20124 ,  57478 ,    E086 ,        80
44838.0501620 ,    0.62212 ,  39666 ,    9AF2 ,        80
44838.0506829 ,    0.81441 ,  39666 ,    9AF2 ,        80
44838.0508449 ,    0.76871 ,  39666 ,    9AF2 ,        80
44838.0579977 ,    0.76034 ,    1037 ,      40D ,        81
44838.0582292 ,    0.98966 ,    1037 ,      40D ,        81
44838.0620949 ,    0.63508 ,  49147 ,    BFFB ,        80
44838.0627546 ,    0.93758 ,  49147 ,    BFFB ,        80
44838.0628009 ,    0.16889 ,  49147 ,    BFFB ,        80
44838.0677199 ,    0.96448 ,  60792 ,    ED78 ,        80
44838.0678472 ,    0.75784 ,  60792 ,    ED78 ,        80
44838.0729514 ,    0.10906 ,  28074 ,    6DAA ,        80
44838.0733565 ,    0.43492 ,  28074 ,    6DAA ,        80
44838.0742477 ,    0.26613 ,  43551 ,    AA1F ,        80
44838.0748264 ,    0.55972 ,  43551 ,    AA1F ,        80
44838.0811343 ,    0.93911 ,  64042 ,    FA2A ,        81
44838.0812847 ,    0.25488 ,  64042 ,    FA2A ,        81
44838.0880556 ,    0.06106 ,  57671 ,    E147 ,        80
44838.0886690 ,    0.64053 ,  57671 ,    E147 ,        80
44838.1024190 ,    0.12036 ,  22871 ,    5957 ,        80
44838.1027431 ,    0.92214 ,  22871 ,    5957 ,        80
44838.1051736 ,    0.19925 ,  33123 ,    8163 ,        80
44838.1055556 ,    0.77579 ,  33123 ,    8163 ,        80
44838.1137153 ,    0.68085 ,  15872 ,    3E00 ,        80
44838.1140394 ,    0.09667 ,  15872 ,    3E00 ,        80
44838.1234606 ,    0.77596 ,  21312 ,    5340 ,        80
44838.1238426 ,    0.07030 ,  21312 ,    5340 ,        80
44838.1269792 ,    0.54345 ,  33526 ,    82F6 ,        80
44838.1274653 ,    0.92946 ,  33526 ,    82F6 ,        80
44838.1294444 ,    0.61538 ,  10940 ,    2ABC ,        80
44838.1295486 ,    0.75976 ,  10940 ,    2ABC ,        80
44838.1299653 ,    0.70670 ,  49920 ,    C300 ,        80
44838.1306481 ,    0.16332 ,  49920 ,    C300 ,        80
44838.1402546 ,    0.36257 ,  50485 ,    C535 ,        80
44838.1409144 ,    0.15571 ,  50485 ,    C535 ,        80
44838.1602894 ,    0.35616 ,  35678 ,    8B5E ,        80
44838.1607986 ,    0.06005 ,  35678 ,    8B5E ,        80
44838.1659722 ,    0.37687 ,  38924 ,    980C ,        80
44838.1659838 ,    0.80783 ,  38924 ,    980C ,        80
44838.1705671 ,    0.94835 ,  48139 ,    BC0B ,        80
44838.1706944 ,    0.19766 ,  48139 ,    BC0B ,        80
44838.1822685 ,    0.72926 ,  54442 ,    D4AA ,        80
44838.1824769 ,    0.86978 ,  54442 ,    D4AA ,        80
44838.1971759 ,    0.50160 ,      491 ,      1EB ,        80
44838.1975694 ,    0.15252 ,      491 ,      1EB ,        80
44838.2080093 ,    0.84501 ,  40977 ,    A011 ,        81
44838.2086921 ,    0.22488 ,  40977 ,    A011 ,        81
44838.2090856 ,    0.98694 ,  61402 ,    EFDA ,        81
44838.2095833 ,    0.51254 ,  61402 ,    EFDA ,        81
44838.2124306 ,    0.35493 ,  64825 ,    FD39 ,        81
44838.2124306 ,    0.54885 ,  64825 ,    FD39 ,        81
44838.2149306 ,    0.51811 ,  41332 ,    A174 ,        80
44838.2150463 ,    0.71899 ,  41332 ,    A174 ,        80
44838.2179167 ,    0.75412 ,  19278 ,    4B4E ,        80
44838.2180556 ,    0.63554 ,  19278 ,    4B4E ,        80
44838.2220370 ,    0.52790 ,  21312 ,    5340 ,        80
44838.2221991 ,    0.03293 ,  21312 ,    5340 ,        80
44838.2425463 ,    0.80659 ,  55407 ,    D86F ,        80
44838.2428819 ,    0.16085 ,  55407 ,    D86F ,        80
44838.2650116 ,    0.84554 ,  28110 ,    6DCE ,        80
44838.2652662 ,    0.93165 ,  28110 ,    6DCE ,        80
44838.2984375 ,    0.70600 ,  59852 ,    E9CC ,        81
44838.2987847 ,    0.37118 ,  59852 ,    E9CC ,        81
44838.3106713 ,    0.72285 ,    4782 ,    12AE ,        80
44838.3110764 ,    0.39280 ,    4782 ,    12AE ,        80
44838.3240509 ,    0.23525 ,    6839 ,    1AB7 ,        80
44838.3242245 ,    0.57424 ,    6839 ,    1AB7 ,        80
44838.3274421 ,    0.74481 ,  50144 ,    C3E0 ,        81
44838.3275463 ,    0.90676 ,  50144 ,    C3E0 ,        81
44838.3384954 ,    0.68608 ,      491 ,      1EB ,        81
44838.3391319 ,    0.33914 ,      491 ,      1EB ,        81
44838.3430324 ,    0.58879 ,  27150 ,    6A0E ,        80
44838.3436921 ,    0.95982 ,  27150 ,    6A0E ,        80
44838.3484838 ,    0.05774 ,  50515 ,    C553 ,        80
44838.3486921 ,    0.66383 ,  50515 ,    C553 ,        80
44838.3617361 ,    0.41258 ,  64952 ,    FDB8 ,        81
44838.3619560 ,    0.35035 ,  64952 ,    FDB8 ,        81
44838.3697917 ,    0.33710 ,  21672 ,    54A8 ,        80
44838.3701505 ,    0.84189 ,  21672 ,    54A8 ,        80
44838.3709954 ,    0.38616 ,  45737 ,    B2A9 ,        80
44838.3715625 ,    0.22545 ,  45737 ,    B2A9 ,        80
44838.3889931 ,    0.12907 ,  57787 ,    E1BB ,        83
44838.3895370 ,    0.51518 ,  57787 ,    E1BB ,        83
44838.3931250 ,    0.78863 ,  12566 ,    3116 ,        83
44838.3937731 ,    0.35993 ,  12566 ,    3116 ,        83
44838.3947338 ,    0.80392 ,  35678 ,    8B5E ,        84
44838.3948380 ,    0.90825 ,  35678 ,    8B5E ,        84
44838.4152315 ,    0.09336 ,  54355 ,    D453 ,        83
44838.4159259 ,    0.74853 ,  54355 ,    D453 ,        83
44838.4254282 ,    0.46639 ,  43765 ,    AAF5 ,        82
44838.4257986 ,    0.52999 ,  43765 ,    AAF5 ,        82
44838.4271181 ,    0.53618 ,  35853 ,    8C0D ,        82
44838.4275231 ,    0.49732 ,  35853 ,    8C0D ,        82
44838.4319329 ,    0.98478 ,  43765 ,    AAF5 ,        82
44838.4323843 ,    0.79807 ,  43765 ,    AAF5 ,        82
44838.4382639 ,    0.73055 ,  45737 ,    B2A9 ,        82
44838.4389468 ,    0.66741 ,  45737 ,    B2A9 ,        82
44838.4432755 ,    0.41366 ,  39530 ,    9A6A ,        81
44838.4434954 ,    0.36962 ,  39530 ,    9A6A ,        81
44838.4437037 ,    0.72544 ,  39530 ,    9A6A ,        81
44838.4744444 ,    0.92999 ,  43381 ,    A975 ,        80
44838.4751042 ,    0.84271 ,  43381 ,    A975 ,        80
44838.4807986 ,    0.62246 ,  34523 ,    86DB ,        81
44838.4814236 ,    0.02191 ,  34523 ,    86DB ,        81
44838.4906019 ,    0.14851 ,  43381 ,    A975 ,        82
44838.4907523 ,    0.58377 ,  43381 ,    A975 ,        82
44838.4921181 ,    0.38388 ,  62125 ,    F2AD ,        82
44838.4924653 ,    0.14042 ,  62125 ,    F2AD ,        82
44838.4983333 ,    0.73336 ,  24206 ,    5E8E ,        82
44838.4983796 ,    0.08906 ,  24206 ,    5E8E ,        82
44838.5295718 ,    0.11561 ,  61249 ,    EF41 ,        82
44838.5298264 ,    0.03266 ,  61249 ,    EF41 ,        82
44838.5337037 ,    0.59488 ,  28101 ,    6DC5 ,        82
44838.5343634 ,    0.60801 ,  28101 ,    6DC5 ,        82
44838.5373843 ,    0.97067 ,  49147 ,    BFFB ,        82
44838.5375463 ,    0.88557 ,  49147 ,    BFFB ,        82
44838.5595139 ,    0.25829 ,  34069 ,    8515 ,        79
44838.5599769 ,    0.77829 ,  34069 ,    8515 ,        79
44838.5743981 ,    0.24451 ,  10940 ,    2ABC ,        77
44838.5744097 ,    0.41354 ,  10940 ,    2ABC ,        77
44838.5856829 ,    0.41820 ,  43796 ,    AB14 ,        74
44838.5858681 ,    0.73163 ,  43796 ,    AB14 ,        74
44838.5880671 ,    0.21722 ,  43600 ,    AA50 ,        74
44838.5882870 ,    0.54636 ,  43600 ,    AA50 ,        74
44838.5884722 ,    0.79612 ,  45186 ,    B082 ,        74
44838.5888542 ,    0.47805 ,  45186 ,    B082 ,        74
44838.6190509 ,    0.88804 ,  49920 ,    C300 ,        66
44838.6191319 ,    0.83018 ,  49920 ,    C300 ,        66
44838.6241551 ,    0.04169 ,  44372 ,    AD54 ,        61
44838.6242824 ,    0.71342 ,  44372 ,    AD54 ,        61
44838.6328241 ,    0.57408 ,  60268 ,    EB6C ,        82
44838.6329630 ,    0.75278 ,  60268 ,    EB6C ,        82
44838.6401620 ,    0.02885 ,  34135 ,    8557 ,        84
44838.6401736 ,    0.68913 ,  34135 ,    8557 ,        84
44838.6650000 ,    0.35292 ,  54653 ,    D57D ,        85
44838.6651620 ,    0.54825 ,  54653 ,    D57D ,        85
44838.6755324 ,    0.66755 ,  17021 ,    427D ,        85
44838.6759144 ,    0.02873 ,  17021 ,    427D ,        85
44838.6827546 ,    0.59930 ,    5079 ,    13D7 ,        86
44838.6830093 ,    0.83848 ,    5079 ,    13D7 ,        86
44838.7085880 ,    0.19757 ,  38399 ,    95FF ,        85
44838.7092014 ,    0.66621 ,  38399 ,    95FF ,        85
44838.7192245 ,    0.78832 ,  34135 ,    8557 ,        86
44838.7195833 ,    0.61519 ,  34135 ,    8557 ,        86
44838.7528009 ,    0.88581 ,  42054 ,    A446 ,        86
44838.7532523 ,    0.15729 ,  42054 ,    A446 ,        86
44838.7589815 ,    0.98920 ,  16551 ,    40A7 ,        86
44838.7594213 ,    0.58267 ,  16551 ,    40A7 ,        86
44838.7667014 ,    0.71716 ,  33377 ,    8261 ,        85
44838.7669792 ,    0.62623 ,  33377 ,    8261 ,        85
44838.7680324 ,    0.81071 ,  45186 ,    B082 ,        85
44838.7682755 ,    0.18144 ,  45186 ,    B082 ,        85
44838.8003819 ,    0.08616 ,      769 ,      301 ,        86
44838.8004861 ,    0.70526 ,      769 ,      301 ,        86
44838.8530440 ,    0.07147 ,  63301 ,    F745 ,        86
44838.8532755 ,    0.16632 ,  63301 ,    F745 ,        86
44838.9121065 ,    0.11940 ,  46869 ,    B715 ,        86
44838.9126505 ,    0.67447 ,  46869 ,    B715 ,        86
44838.9150231 ,    0.25154 ,    9556 ,    2554 ,        86
44838.9151157 ,    0.54331 ,    9556 ,    2554 ,        86
44838.9229514 ,    0.71459 ,  60737 ,    ED41 ,        86
44838.9236458 ,    0.30338 ,  60737 ,    ED41 ,        86
44838.9494560 ,    0.50474 ,  43558 ,    AA26 ,        86
44838.9495255 ,    0.39643 ,  43558 ,    AA26 ,        86
44838.9851273 ,    0.15931 ,  63558 ,    F846 ,        85
44838.9854167 ,    0.37159 ,  63558 ,    F846 ,        85
44838.9889931 ,    0.85603 ,  43600 ,    AA50 ,        86
44838.9892824 ,    0.22133 ,  43600 ,    AA50 ,        86
44839.0014352 ,    0.77191 ,  45737 ,    B2A9 ,        86
44839.0020718 ,    0.03910 ,  45737 ,    B2A9 ,        86
44839.0086458 ,    0.10730 ,  28074 ,    6DAA ,        86
44839.0092245 ,    0.35851 ,  28074 ,    6DAA ,        86
44839.0242708 ,    0.50301 ,  49662 ,    C1FE ,        85
44839.0247106 ,    0.90938 ,  49662 ,    C1FE ,        85
44839.0274884 ,    0.98474 ,  65525 ,    FFF5 ,        86
44839.0276157 ,    0.72703 ,  65525 ,    FFF5 ,        86
44839.0363079 ,    0.58696 ,  15872 ,    3E00 ,        86
44839.0366319 ,    0.34613 ,  15872 ,    3E00 ,        86
44839.0398495 ,    0.45242 ,  33526 ,    82F6 ,        86
44839.0400347 ,    0.84211 ,  33526 ,    82F6 ,        86
44839.0408565 ,    0.02772 ,  63008 ,    F620 ,        85
44839.0411343 ,    0.96028 ,  63008 ,    F620 ,        85
44839.0480556 ,    0.02424 ,  38392 ,    95F8 ,        86
44839.0482407 ,    0.68467 ,  38392 ,    95F8 ,        86
44839.0517477 ,    0.52908 ,  40700 ,    9EFC ,        85
44839.0518287 ,    0.49656 ,  40700 ,    9EFC ,        85
44839.0638542 ,    0.43207 ,  10194 ,    27D2 ,        86
44839.0642477 ,    0.31488 ,  10194 ,    27D2 ,        86
44839.0874421 ,    0.85922 ,  61970 ,    F212 ,        86
44839.0878588 ,    0.20762 ,  61970 ,    F212 ,        86
44839.0935995 ,    0.29971 ,  19346 ,    4B92 ,        85
44839.0939699 ,    0.79843 ,  19346 ,    4B92 ,        85
44839.0981134 ,    0.57211 ,  62125 ,    F2AD ,        86
44839.0986458 ,    0.52413 ,  62125 ,    F2AD ,        86
44839.0989236 ,    0.52984 ,  62125 ,    F2AD ,        86
