44835.0185995 ,    0.34567 ,  57787 ,  E1BB ,        44
44835.0200116 ,    0.92610 ,  64382 ,  FB7E ,        57
44835.0243981 ,    0.06581 ,  64382 ,  FB7E ,        44
44835.0262963 ,    0.04099 ,  32711 ,  7FC7 ,        44
44835.0362500 ,    0.20503 ,  49147 ,  BFFB ,        57
44835.0467593 ,    0.34303 ,  50936 ,  C6F8 ,        44
44835.0701042 ,    0.52598 ,  49095 ,  BFC7 ,        44
44835.0777546 ,    0.39271 ,  49095 ,  BFC7 ,        55
44835.1042940 ,    0.99748 ,  62447 ,  F3EF ,        55
44835.1086227 ,    0.94108 ,  49147 ,  BFFB ,        58
44835.1281944 ,    0.41476 ,  14369 ,  3821 ,        44
44835.1288079 ,    0.11294 ,  49147 ,  BFFB ,        44
44835.1837963 ,    0.13370 ,  17436 ,  441C ,        44
44835.1850926 ,    0.06922 ,  49147 ,  BFFB ,        44
44835.1930556 ,    0.57024 ,  64382 ,  FB7E ,        58
44835.2030208 ,    0.71303 ,    8832 ,  2280 ,        51
44835.2095486 ,    0.96518 ,  49147 ,  BFFB ,        44
44835.2948032 ,    0.33326 ,  41344 ,  A180 ,        43
44835.3047106 ,    0.89272 ,  64382 ,  FB7E ,        44
44835.3364352 ,    0.67912 ,  62447 ,  F3EF ,        73
44835.3635880 ,    0.64526 ,  64382 ,  FB7E ,        58
44835.3656250 ,    0.35988 ,  64382 ,  FB7E ,        44
44835.3680324 ,    0.71596 ,  29109 ,  71B5 ,        67
44835.3821296 ,    0.23618 ,  64382 ,  FB7E ,        58
44835.3829977 ,    0.86044 ,  49147 ,  BFFB ,        46
44835.3834375 ,    0.80027 ,  64382 ,  FB7E ,        42
44835.3979167 ,    0.58627 ,  41344 ,  A180 ,        43
44835.4145139 ,    0.85679 ,  49147 ,  BFFB ,        52
44835.4195255 ,    0.92757 ,  64382 ,  FB7E ,        57
44835.4324421 ,    0.62779 ,  49095 ,  BFC7 ,        58
44835.4735185 ,    0.40384 ,  64382 ,  FB7E ,        42
44835.4737037 ,    0.34512 ,  64382 ,  FB7E ,        43
44835.4798495 ,    0.62198 ,  64382 ,  FB7E ,        46
44835.4821296 ,    0.68111 ,  49147 ,  BFFB ,        46
44835.4822222 ,    0.28881 ,  49147 ,  BFFB ,        57
44835.4824074 ,    0.03938 ,  49147 ,  BFFB ,        58
44835.4868171 ,    0.98632 ,  49095 ,  BFC7 ,        46
44835.4938194 ,    0.17189 ,  64382 ,  FB7E ,        42
44835.4966204 ,    0.88398 ,  49147 ,  BFFB ,        42
44835.5232407 ,    0.50968 ,  49147 ,  BFFB ,        42
44835.5270833 ,    0.11071 ,      769 ,  0301 ,        42
44835.5287384 ,    0.81400 ,  49147 ,  BFFB ,        43
44835.5326273 ,    0.81405 ,  49147 ,  BFFB ,        58
44835.5499769 ,    0.71467 ,    9238 ,  2416 ,        58
44835.5742593 ,    0.13788 ,  17504 ,  4460 ,        58
44835.5994213 ,    0.20750 ,  49095 ,  BFC7 ,        41
44835.6035995 ,    0.52711 ,  41344 ,  A180 ,        57
44835.6373264 ,    0.85187 ,  57730 ,  E182 ,        48
44835.6615162 ,    0.27545 ,  64382 ,  FB7E ,        41
44835.6789468 ,    0.60962 ,  63474 ,  F7F2 ,        42
44835.6801042 ,    0.94581 ,  41344 ,  A180 ,        42
44835.7603125 ,    0.56049 ,  65332 ,  FF34 ,        43
44835.7604861 ,    0.40497 ,  65332 ,  FF34 ,        42
